ID	Node	Type
122673	AHDUWGQSZYSNEY-HUOCPXEISA-N	Drug
122674	AHEPKIJTHGCAOA-KEPRVZTLSA-N	Drug
122675	AHEKPHJGFIRSMO-KKGNWNQASA-N	Drug
122676	AHEKHVLUGXHHEL-UPOJRHOVSA-N	Drug
122677	AHEHHVHIQJMZGY-UHFFFAOYSA-N	Drug
122678	AHEBIAHEZWQVHB-QTKMDUPCSA-N	Drug
122679	AHEAPTSGUOGOKK-XZWBYJIQSA-N	Drug
122680	AHDDRJBFJBDEPW-DTWKUNHWSA-N	Drug
122681	AHEAISCIGHPMGI-WCRSPUDYSA-N	Drug
122682	AHDWVTPNJCBFTN-TZFCGSKZSA-M	Drug
122683	AHDWVTPNJCBFTN-TZFCGSKZSA-L	Drug
122684	AHDUXXXZGSWYHF-IXGGKXOYSA-N	Drug
122685	AJDKITCLGCYCKZ-FLBOQRJTSA-N	Drug
122686	AJDKITCLGCYCKZ-OHVVUXATSA-N	Drug
122687	ALKHRCNJLIULIP-BNFVNIRISA-N	Drug
122688	ALKHEZOKTHCOBM-GTBZSHDQSA-N	Drug
122689	ALKCLFLTXBBMMP-UHFFFAOYSA-N	Drug
122690	ALJZALDUCAILCZ-UHFFFAOYSA-N	Drug
122691	ALJXWCROGAMOBL-GEVOZVPXSA-N	Drug
122692	AHDWVTPNJCBFTN-TZFCGSKZSA-N	Drug
122693	AHCGLCWYVPJPSC-ANSQWYIGSA-N	Drug
122694	AHCGLCWYVPJPSC-GNBJCERTSA-N	Drug
122695	AHCGLCWYVPJPSC-LJKQEARRSA-N	Drug
122696	AHHJARQXFFGOKF-NRPADANISA-N	Drug
122697	AHHDQEJMPXMIQP-WMVBGHTASA-N	Drug
122698	AHHWIHXENZJRFG-UHFFFAOYSA-N	Drug
122699	AHHDQEJMPXMIQP-WMVBGHTASA-J	Drug
122700	AHHDCYRQXKKZQZ-WSZJRCBQSA-N	Drug
122701	AHHBHDOBNNJFAK-UHFFFAOYSA-N	Drug
122702	AHHAFDIASKKVSM-UHFFFAOYSA-N	Drug
122703	AHGOROWMVKDFOH-UHFFFAOYSA-N	Drug
122704	AHGMTMVXQPAUJV-UHFFFAOYSA-N	Drug
122705	AHGKSZXKDPGMQU-IEBWSBKVSA-N	Drug
122706	AHJIOIOFNHUXKJ-GXAHKNHCSA-N	Drug
122707	AHHXLFNPCWCNQF-SOOJVSLFSA-N	Drug
122708	AHIYJXIRRHDLAB-PAJINBBCSA-N	Drug
122709	AHIXJJWCUYTEII-UHFFFAOYSA-N	Drug
122710	AHIXJDYHTZESRS-DAXMSAKASA-N	Drug
122711	AHIRDCAQLDTLNK-SECBINFHSA-N	Drug
122712	AHIKKJPCKPZXSW-XNNNNQNJSA-N	Drug
122713	AHIKKJPCKPZXSW-SMDONACWSA-N	Drug
122714	AHIKKJPCKPZXSW-SCRMEAHISA-N	Drug
122715	AHHYRYPJQFSHMQ-UHFFFAOYSA-N	Drug
122716	AHHXLFNPCWCNQF-WWIKSGRJSA-N	Drug
122717	AHHMIENJLSUKDM-INGGELRGSA-N	Drug
122718	AHHRHPVDJMCSOB-UHFFFAOYSA-N	Drug
122719	AHHWFHSPHAAING-BXCKMEFWSA-N	Drug
122720	AHJFWPADOKSKIE-UHFFFAOYSA-N	Drug
122721	AGYKQGZRDSIEQP-KZNAEPCWSA-N	Drug
122722	AGYKQGZRDSIEQP-OKZBNKHCSA-N	Drug
122723	AGYKQGZRDSIEQP-RCCFBDPRSA-N	Drug
122724	AGYKQGZRDSIEQP-SQNIBIBYSA-N	Drug
122725	AHKBAATWJXKTGZ-DBXWQHBBSA-N	Drug
122726	AHKBAATWJXKTGZ-BBTUJRGHSA-N	Drug
122727	AHKACQBAPDEQTN-WTCBGJKXSA-N	Drug
122728	AHKACQBAPDEQTN-WHZAAVMFSA-N	Drug
122729	AHJYJENDMNBMKK-ZDUSSCGKSA-N	Drug
122730	AHJWMSQZOWKKJQ-PLNGDYQASA-N	Drug
122731	AHHXLFNPCWCNQF-WWIKSGRJSA-M	Drug
122732	AHJRAELVJNWEIP-UHFFFAOYSA-N	Drug
122733	AHKBAATWJXKTGZ-LVCYWYKZSA-N	Drug
122734	AHKBAATWJXKTGZ-OPYAIIAOSA-N	Drug
122735	AHKUFTRUMQKIPH-VQFHSHCMSA-N	Drug
122736	AHKTUQIGVWLCEY-FPYAUJESSA-N	Drug
122737	AHKQNTDHDXRTKQ-BQSGVUBFSA-N	Drug
122738	AHKPCKHDSIQVNI-UHFFFAOYSA-N	Drug
122739	AHKDJQYHVWSRLT-UHFFFAOYSA-N	Drug
122740	AHKCSBSOCDKWLH-UHFFFAOYSA-N	Drug
122741	AHKBAATWJXKTGZ-WFXMLNOXSA-N	Drug
122742	AHKBAATWJXKTGZ-UEXGIBASSA-N	Drug
122743	AHJKTCDLDHRZMO-INIZCTEOSA-N	Drug
122744	AHIKKJPCKPZXSW-FIOVVNJHSA-N	Drug
122745	AHLBWJHZDLMJOJ-SDNWHVSQSA-N	Drug
122746	AHLDCEZSQNGEFT-UHFFFAOYSA-N	Drug
122747	AHLJWBISIVXZIU-RHGYRFJNSA-N	Drug
122748	AHLJWBISIVXZIU-QZTZHPFYSA-N	Drug
122749	AHLJWBISIVXZIU-NXMSCROESA-N	Drug
122750	AHLJWBISIVXZIU-LLJLJFOGSA-N	Drug
122751	AHLJWBISIVXZIU-HOOSLVGPSA-N	Drug
122752	AHLJWBISIVXZIU-GGUMNFRJSA-N	Drug
122753	AHLHZSCENKUUSF-UHFFFAOYSA-N	Drug
122754	AHLJWBISIVXZIU-YTZAWJCFSA-N	Drug
122755	AHLPHDHHMVZTML-UHFFFAOYSA-M	Drug
122756	AHLPHDHHMVZTML-SCSAIBSYSA-O	Drug
122757	AHLJWBISIVXZIU-XFAGBWLFSA-N	Drug
122758	AHLPHDHHMVZTML-BYPYZUCNSA-P	Drug
122759	AHBKIEXBQNRDNL-BXXPAUNWSA-N	Drug
122760	AHBJDLINWYCBBT-UHFFFAOYSA-M	Drug
122761	AHBCTRVDGQMKHC-UHFFFAOYSA-N	Drug
122762	AHBCTRVDGQMKHC-GOSISDBHSA-N	Drug
122763	AHBBQQLIUBAPCY-HQTCRMEMSA-N	Drug
122764	AHBMXBRWMGAQMZ-WDAIGYCPSA-N	Drug
122765	AHCGLCWYVPJPSC-UYXZNNOOSA-N	Drug
122766	AHCGLCWYVPJPSC-UDCNLSRBSA-N	Drug
122767	AHCGLCWYVPJPSC-MVYHEMRASA-N	Drug
122768	AHCGLCWYVPJPSC-LZJCXSABSA-N	Drug
122769	AHLPHDHHMVZTML-BYPYZUCNSA-O	Drug
122770	ALHQUDNRSCILRO-RAKJYXHLSA-N	Drug
122771	AHLLEVZDNYBWMJ-SCSFZPQPSA-N	Drug
122772	AHLPHDHHMVZTML-BYPYZUCNSA-M	Drug
122773	AHLSXWWYLQGXPJ-VHOBQHEYSA-N	Drug
122774	AHLSIYMTIQLHAO-UHFFFAOYSA-N	Drug
122775	AHLQLKDUCYXYLC-VAVNNBBDSA-N	Drug
122776	AHLPHDHHMVZTML-UJSKYATRSA-N	Drug
122777	AHLPHDHHMVZTML-UHFFFAOYSA-P	Drug
122778	AHLPHDHHMVZTML-UHFFFAOYSA-O	Drug
122779	AHLTWCUDPVNCME-UHFFFAOYSA-N	Drug
122780	AHLPHDHHMVZTML-UHFFFAOYSA-N	Drug
122781	AHLUQPGWMWPYQL-GZRWYLRJSA-N	Drug
122782	AHLYGBUCWDHKBC-XYZCENFISA-N	Drug
122783	AHLNXJOTDASFJA-WJLWKWKESA-N	Drug
122784	AHNGXHRYFGQWSL-ZQDZILKHSA-N	Drug
122785	AHNDNUVPXFPPIH-CWXOAVQGSA-N	Drug
122786	AHMZTHYNOXWCBS-PCUVAHMGSA-N	Drug
122787	AHMYWLVSCSDIAQ-WDQVFQSZSA-N	Drug
122788	AHMXJQJRAOUDND-UHFFFAOYSA-N	Drug
122789	AHMVMWDNUHCKQY-OEQIPAJASA-N	Drug
122790	AHMSSFUETQXFKM-LAURMEFLSA-N	Drug
122791	AHMIDUVKSGCHAU-LURJTMIESA-N	Drug
122792	AHMHIFXJPSHHPH-UHFFFAOYSA-N	Drug
122793	AHLZFNFPKBUJRB-BJLHTMEBSA-N	Drug
122794	AHMMSNQYOPMLSX-KEZAGTACSA-N	Drug
122795	AHNFXMBOWJVAPB-FUHWJXTLSA-N	Drug
122796	AMGRXJSJSONEEG-UHFFFAOYSA-L	Drug
122797	ALHQUDNRSCILRO-QXPQREGVSA-N	Drug
122798	ALHQUDNRSCILRO-GUBFDYSESA-N	Drug
122799	AKYGQDUFVKSOCY-CGNMFZKDSA-N	Drug
122800	ALAMENVNTDAUHR-XVNBXDOJSA-N	Drug
122801	ALAJATOGWWBPQT-NSCWJZNLSA-N	Drug
122802	AKZQHZDCJDFVJI-KUMFZVSSSA-N	Drug
122803	AKZOGHIOUABLTI-GBHDRSIESA-N	Drug
122804	AKZFRMNXBLFDNN-GVHKZQBISA-K	Drug
122805	AKYVUVFJKLYXJB-KYXWUPHJSA-N	Drug
122806	AKYUFOZFLOQQQL-VXPUYCOJSA-N	Drug
122807	AKYTXQMNKDSGBV-FLCVPYSCSA-N	Drug
122808	AKYRQFMQZJFLAE-UHFFFAOYSA-N	Drug
122809	AKYPZHWYYXDGEW-UHFFFAOYSA-N	Drug
122810	AKYMKELYWCSLHP-WVQRXBFSSA-N	Drug
122811	AKYGUIAKZFCMSM-NWDGAFQWSA-N	Drug
122812	AKYXRSVOSLDLQF-SOPVXBFCSA-N	Drug
122813	ALCDIEWMKTXBKO-SPYBWZPUSA-N	Drug
122814	ALFQPWXBAWHVDP-UHFFFAOYSA-M	Drug
122815	ALFQPWXBAWHVDP-BYPYZUCNSA-N	Drug
122816	ALFQPWXBAWHVDP-BYPYZUCNSA-M	Drug
122817	ALFONRPZUQLTFA-BDHLTHOMSA-N	Drug
122818	ALFNTRJPGFNJQV-UHFFFAOYSA-N	Drug
122819	ALFGDCNSEBJYSP-UHFFFAOYSA-N	Drug
122820	AKYGOEVGMSSOLO-UHFFFAOYSA-N	Drug
122821	AKXFVHOXDAJSMM-HRJJCQLASA-N	Drug
122822	AKXGRVOOWGJLFD-GVXSCFBNSA-N	Drug
122823	AKXHNODNODMVJN-MFMIUCCHSA-N	Drug
122824	ALBVOUUIQWHTKA-JXALWOEJSA-N	Drug
122825	ALBVOUUIQWHTKA-MZLICYQSSA-N	Drug
122826	ALCDIEWMKTXBKO-KHYOSLBOSA-N	Drug
122827	ALCDIEWMKTXBKO-DOXZYTNZSA-N	Drug
122828	ALCDIEWMKTXBKO-CLCXKQKWSA-N	Drug
122829	ALCAUWPAMLVUDB-FXQIFTODSA-N	Drug
122830	ALBYIUDWACNRRB-UHFFFAOYSA-N	Drug
122831	ALBVOUUIQWHTKA-YOSAUDMPSA-N	Drug
122832	ALBVOUUIQWHTKA-SKPFHBQLSA-N	Drug
122833	ALBVOUUIQWHTKA-ROKPMTFOSA-N	Drug
122834	ALFBBRGNEWVYDN-DLXPCLOVSA-N	Drug
122835	ALBVOUUIQWHTKA-REHUZNOOSA-N	Drug
122836	ALCDIEWMKTXBKO-QMTMVMCOSA-N	Drug
122837	AKXQIFDVEVWSHU-OJLQRUNKSA-N	Drug
122838	AKXOXVJHRIGMAC-KSFYIVLOSA-N	Drug
122839	AKXOIHNFHOEPHN-UHFFFAOYSA-N	Drug
122840	AKXNFALRDHHLHC-NWWIOOOSSA-N	Drug
122841	AKXKFZDCRYJKTF-UHFFFAOYSA-N	Drug
122842	AKXIYZBZYOTHPH-XHXUEWAFSA-N	Drug
122843	AKYDNAVOQYLPSB-DUZKARGPSA-N	Drug
122844	AKXIYZBZYOTHPH-SKSRJFFGSA-N	Drug
122845	AKXIYZBZYOTHPH-SKSRJFFGSA-L	Drug
122846	ALBVOUUIQWHTKA-NMMYMHLASA-N	Drug
122847	ALAYAXMTAIVXMW-UHFFFAOYSA-N	Drug
122848	ALFAINUKBRWQPH-UHFFFAOYSA-N	Drug
122849	ALEWCKXBHSDCCT-YFVJMOTDSA-N	Drug
122850	ALEVMXJOSYAOGK-ZMMKVGLVSA-N	Drug
122851	ALEQYOXVXJKFOM-KTZZUYPUSA-N	Drug
122852	ALEQYCIAROKCCP-PCCRXHMLSA-N	Drug
122853	ALEJPANVOHDJAK-WWRUAWPISA-N	Drug
122854	ALEFWKBEHYAYBG-UHFFFAOYSA-N	Drug
122855	ALDXEYSYIRNXBH-LJQANCHMSA-N	Drug
122856	ALDXEYSYIRNXBH-IBGZPJMESA-N	Drug
122857	ALDOLERJIYTYDY-UFSKKCJOSA-N	Drug
122858	ALDOLERJIYTYDY-CLEQCBGDSA-N	Drug
122859	ALDLRFRHDGPXCC-UHFFFAOYSA-N	Drug
122860	AMEQGEMIPSZKLL-FESQGUELSA-N	Drug
122861	AMEMLELAMQEAIA-UHFFFAOYSA-N	Drug
122862	AMEMKCXKPKXSMD-UHFFFAOYSA-N	Drug
122863	AMEKQAFGQBKLKX-UHFFFAOYSA-N	Drug
122864	AMEUCOVFRJNTQC-AQTXQJTQSA-N	Drug
122865	AMEIEKPQGDLWRP-BEPGXJGISA-N	Drug
122866	AMDZXTMMLFPGSD-UHFFFAOYSA-N	Drug
122867	AMEWTOKWBIKYEC-USUMGCFOSA-N	Drug
122868	AMHCJQBKGMEAAJ-NZBPQXDJSA-N	Drug
122869	AMHBGJKUDUMUFD-BOUSCSLNSA-N	Drug
122870	AMHAQOBUZCQMHN-UHFFFAOYSA-N	Drug
122871	ALEVUGKHINJNIF-QEJZJMRPSA-N	Drug
122872	ALEWCKXBHSDCCT-YFVJMOTDSA-L	Drug
122873	ALCDIEWMKTXBKO-VCBZYWHSSA-N	Drug
122874	ALCDIEWMKTXBKO-YZVOILCLSA-N	Drug
122875	ALFMTFUIVUKCCM-UHFFFAOYSA-N	Drug
122876	ALGFNVZQNNGHPA-YRNVUSSQSA-M	Drug
122877	ALFZBUIMXFZLFM-HEZGMAGOSA-N	Drug
122878	ALFWUJLYFILPCW-NMPFYRSUSA-N	Drug
122879	ALFWEQDJMGZJNN-UHFFFAOYSA-N	Drug
122880	ALFVRDAMPYOPQO-VHPSDLRFSA-N	Drug
122881	ALFVOQJWLAVUQQ-HFRKXTCESA-N	Drug
122882	ALFUZUYJAXAEKE-XZPMJXFYSA-N	Drug
122883	ALFSVHZILAQVLH-COKWIYGLSA-N	Drug
122884	ALFQPWXBAWHVDP-UHFFFAOYSA-N	Drug
122885	ALFAGCZKULOZTO-QFQGYWEDSA-N	Drug
122886	ALDDTVYQXQKCAC-OXFCDKDHSA-N	Drug
122887	ALCSXXNXXJOBBU-LPMXFMJYSA-N	Drug
122888	ALCSXXNXXJOBBU-COUKBQKWSA-N	Drug
122889	ALCSXXNXXJOBBU-APRUQUMBSA-N	Drug
122890	ALCPNMZQIUFCEL-KVQBGUIXSA-N	Drug
122891	ALCNBPLBBDQOQU-UHFFFAOYSA-N	Drug
122892	ALCLUXFHTOCAMM-MQEXBILOSA-N	Drug
122893	ALDIVIWLBSDGGN-ONEGZZNKSA-N	Drug
122894	ALCJIKHKHIBHCU-QHAWAJNXSA-N	Drug
122895	ALCIXJMOMQJJQK-XWIMPISDSA-N	Drug
122896	ALCDIEWMKTXBKO-ZRGWGRIASA-N	Drug
122897	ALCSXXNXXJOBBU-MBKTUMRGSA-N	Drug
122898	ALAYFJAHDKALQW-AXHNFQJDSA-O	Drug
122899	ALAZKHHIMOUNCX-UHFFFAOYSA-N	Drug
122900	ALBCWJCDEWHIEL-AUGCJBFRSA-N	Drug
122901	ALLGXHRZPBERLG-SQQWRJQYSA-N	Drug
122902	ALLGXHRZPBERLG-WTCIDABWSA-N	Drug
122903	ALQHHSSCPZYZAG-NAFNZUQFSA-N	Drug
122904	ALQGHGHEYLXWFN-PXOIRPRXSA-N	Drug
122905	ALQBITZRRLIXDV-UHFFFAOYSA-N	Drug
122906	ALQAYVWWNWCFEN-KKEDPRABSA-N	Drug
122907	ALQAYVWWNWCFEN-KKEDPRABSA-M	Drug
122908	ALPZBOMVALHVNJ-UHFFFAOYSA-N	Drug
122909	ALPXXNRQBMRCPZ-MEYUZBJRSA-N	Drug
122910	ALPXBQKFDHMDHT-UHFFFAOYSA-N	Drug
122911	ALPWRKFXEOAUDR-GKEJWYBXSA-M	Drug
122912	ALPIZIJBAXVJRC-UHFFFAOYSA-N	Drug
122913	ALPIUWBZQOROIJ-LHZCODTLSA-N	Drug
122914	ALQNUOMIEBHXQG-CRCLSJGQSA-L	Drug
122915	ALRHLSYJTWAHJZ-UHFFFAOYSA-N	Drug
122916	ALRHLSYJTWAHJZ-UHFFFAOYSA-M	Drug
122917	ALRHJZDBKNNMCJ-QPLCGJKRSA-N	Drug
122918	ALRFTTOJSPMYSY-UHFFFAOYSA-N	Drug
122919	ALRAJOAKAAACHN-CYOWJYNRSA-N	Drug
122920	ALQUTEKNDPODSS-GHXNOFRVSA-N	Drug
122921	ALQNAINCHNBUOD-HKOYGPOVSA-N	Drug
122922	ALIQGMLANZVJJZ-UHFFFAOYSA-N	Drug
122923	ALHQZEHCWLIQKP-DYLOEZLYSA-N	Drug
122924	ALHULIGNEXGFRM-QWRGUYRKSA-N	Drug
122925	ALHUXMDEZNLFTA-UHFFFAOYSA-N	Drug
122926	ALHQUDNRSCILRO-GBPFJNKXSA-N	Drug
122927	ALHQUDNRSCILRO-FTJYFCJYSA-N	Drug
122928	ALHMNHZJBYBYHS-DCAQKATOSA-N	Drug
122929	ALHJTFFFSQGYSH-UHFFFAOYSA-N	Drug
122930	ALHQUDNRSCILRO-YZBYQZESSA-N	Drug
122931	ALHGCXLROZBSNX-WXEBPMOTSA-N	Drug
122932	ALGYTGOYQATWBA-FXICDCLBSA-N	Drug
122933	ALGROYFZYPFPRJ-NCXSOUSFSA-N	Drug
122934	ALGJSAHUUYIAIZ-UHFFFAOYSA-N	Drug
122935	ALGJSAHUUYIAIZ-UHFFFAOYSA-M	Drug
122936	ALQUBUWDXLROPS-NKLHEEPMSA-N	Drug
122937	ALHGCXLROZBSNX-CMHQUQRRSA-N	Drug
122938	ALHQVWMGDDOQDZ-VKGAMELQSA-N	Drug
122939	ALJGSKMBIUEJOB-FXQIFTODSA-N	Drug
122940	ALIWKEBIEDUSIU-ZYUZMQFOSA-O	Drug
122941	ALIWKEBIEDUSIU-ZYUZMQFOSA-K	Drug
122942	ALIOWXDCTBYGOF-YHESGONPSA-N	Drug
122943	ALINNRQWWIQSNM-SNVBAGLBSA-N	Drug
122944	ALIHKYQHSUEULO-UHFFFAOYSA-N	Drug
122945	ALIBLFYUASRDET-TVSZDTPLSA-N	Drug
122946	ALHVSADYXQWYJH-UHFFFAOYSA-N	Drug
122947	ALHUZKCOMYUFRB-OAHLLOKOSA-N	Drug
122948	ALHQVWMGDDOQDZ-MIPSCPIWSA-N	Drug
122949	ALQSHHUCVQOPAS-UHFFFAOYSA-N	Drug
122950	ALQPPAOVZNSJLR-IBGZPJMESA-N	Drug
122951	ALQNUOMIEBHXQG-CRCLSJGQSA-N	Drug
122952	ALOBJFDJTMQQPW-ONGXEEELSA-N	Drug
122953	ALNNZFFDANFOIM-ZIMISOLQSA-N	Drug
122954	ALNKNYKSZPSLBD-ZDLURKLDSA-N	Drug
122955	ALNHROJXIWPUDM-ODKHXOJJSA-N	Drug
122956	ALNDFFUAQIVVPG-SRQIZXRXSA-N	Drug
122957	ALNBQNLGTPLWSI-LTUGGBLESA-O	Drug
122958	ALMSDFXBBAUJSD-UHFFFAOYSA-K	Drug
122959	ALMMZKOPVITQNK-SNAWJCMRSA-N	Drug
122960	ALMKEWISAAMRLC-XHYVWKKCSA-N	Drug
122961	ALMKEWISAAMRLC-UDCJQFLFSA-N	Drug
122962	ALMJLGJTOGYQRD-CJFZDNAYSA-N	Drug
122963	ALNWABXUYKIYJF-DBVUQKKJSA-N	Drug
122964	ALGFNVZQNNGHPA-YRNVUSSQSA-N	Drug
122965	ALBVOUUIQWHTKA-DCLXLUIPSA-N	Drug
122966	ALBUJVBOIXVVLS-UHFFFAOYSA-N	Drug
122967	ALBRPHJUQRKZLQ-DJKKODMXSA-N	Drug
122968	ALBRKUHVWDVWRO-UHFFFAOYSA-N	Drug
122969	ALBNSVAJDFJRKQ-DNKQKWOHSA-N	Drug
122970	ALBNSVAJDFJRKQ-DNKQKWOHSA-M	Drug
122971	ALBMUELERHFBCG-UHFFFAOYSA-N	Drug
122972	ALBKMJDFBZVHAK-UHFFFAOYSA-N	Drug
122973	ALBCWJCDEWHIEL-RAEJBKIPSA-N	Drug
122974	ALGGDNMLQNFVIZ-SRVKXCTJSA-N	Drug
122975	ALHQUDNRSCILRO-LHWDRQQYSA-N	Drug
122976	ALOKGBOHBCZWBY-UHFFFAOYSA-N	Drug
122977	ALOSNTJZINUQLV-UHFFFAOYSA-N	Drug
122978	ALLGXHRZPBERLG-UUTHAWMKSA-N	Drug
122979	ALPCEXCHMFUSAN-UHFFFAOYSA-N	Drug
122980	ALOVURZCXKYKJC-NAKRPEOUSA-N	Drug
122981	ALMBZBOCGSVSAI-ACZMJKKPSA-N	Drug
122982	ALLYVKRLOHDVKI-UHFFFAOYSA-N	Drug
122983	ALLXDFALYXWCMS-UHFFFAOYSA-N	Drug
122984	ALLWPCYJUTZQBK-JGYQNBBASA-N	Drug
122985	ALLUTRQNEBDJGF-DSFPEXMFSA-N	Drug
122986	ALLUTRQNEBDJGF-DQBGFYSTSA-N	Drug
122987	ALLRDXPTMBEELL-UHFFFAOYSA-N	Drug
122988	ALOMKPFWZVIIET-UHFFFAOYSA-N	Drug
122989	ALLQJQBDLUMIQH-UOVLAWSHSA-N	Drug
122990	ALLQFJGMILKBRY-UHFFFAOYSA-N	Drug
122991	ALLMFEKAJDHDRB-QYQBOYHNSA-N	Drug
122992	ALLMFEKAJDHDRB-FDYMTDNKSA-N	Drug
122993	ALLGXHRZPBERLG-ZWLMRGNXSA-N	Drug
122994	ALLGXHRZPBERLG-ZSIZCVMNSA-N	Drug
122995	ALLGXHRZPBERLG-ZAWIEKPNSA-N	Drug
122996	ALOZPHSYPAYASO-UHFFFAOYSA-N	Drug
122997	ALMIMUZAWTUNIO-BZSNNMDCSA-N	Drug
122998	ALMJXWPCHVBUTP-IPQNAOPGSA-N	Drug
122999	ALOUNLDAKADEEB-UHFFFAOYSA-N	Drug
123000	ALMDQMGOXZIFQI-UHFFFAOYSA-N	Drug
123001	BPCGIBLZVDENLU-RSQDHABOSA-N	Drug
123002	BPCGIBLZVDENLU-NWODNYOLSA-N	Drug
123003	BPCGIBLZVDENLU-NOSAAMRXSA-N	Drug
123004	BNZIGDIPAODLPW-SOWHAXLXSA-N	Drug
123005	BNZDHXMPXYCLJV-IRFMELSBSA-N	Drug
123006	BODIKTRHOMTUCO-UHFFFAOYSA-N	Drug
123007	BODKAQWWZBLGOU-UHFFFAOYSA-N	Drug
123008	BODRLKRKPXBDBN-UHFFFAOYSA-N	Drug
123009	BOJJYWPYGHMXDH-UHFFFAOYSA-N	Drug
123010	BOIDYQYOOROLKN-UIFYNCGPSA-N	Drug
123011	BOIDYQYOOROLKN-FIMICCSSSA-N	Drug
123012	BOHSCRHNXFOGTC-UHFFFAOYSA-N	Drug
123013	BOHPRJVZPGQJKI-UHFFFAOYSA-N	Drug
123014	BOHOTNADZNISIN-VDWGHMIBSA-N	Drug
123015	BOHOTNADZNISIN-QFWOEDSFSA-N	Drug
123016	BOHOTNADZNISIN-CTWZREHQSA-N	Drug
123017	BOHOTNADZNISIN-BOSRLCDASA-N	Drug
123018	BOHOBTRHAFBJOW-GXLHQHSHSA-N	Drug
123019	BOHCOUQZNDPURZ-HWHSBKPKSA-N	Drug
123020	BOHCGZFCXXKYGB-UHFFFAOYSA-N	Drug
123021	BOGFADYROAVVTF-UHFFFAOYSA-N	Drug
123022	BOGFADYROAVVTF-MZHQLVBMSA-N	Drug
123023	BOFYXBMYLMYWOV-UHFFFAOYSA-N	Drug
123024	BOFXVYGDIRCHEQ-GHQVIJFQSA-N	Drug
123025	BNZLTGPXBJPTEK-QVFHJDLNSA-N	Drug
123026	BNZRPTCUAOMSSH-LKPWEDHSSA-N	Drug
123027	BNZRPTCUAOMSSH-UHFFFAOYSA-N	Drug
123028	BNZYDQIAPCVNAT-JKNJVXJCSA-N	Drug
123029	BNYRIOADMGPGIR-SFYKDHMMSA-N	Drug
123030	BNYRIOADMGPGIR-SELNLUPBSA-N	Drug
123031	BNYRIOADMGPGIR-PWHSHALESA-N	Drug
123032	BNYRIOADMGPGIR-DNVFCKCGSA-N	Drug
123033	BNYRAFHQRSHWGQ-SNAWJCMRSA-N	Drug
123034	BNYPSOBOWCDICB-UHFFFAOYSA-N	Drug
123035	BNYNOWJESJJIOI-XUXIUFHCSA-N	Drug
123036	BNYLLEHBKIGJHB-XHSUSRKPSA-N	Drug
123037	BNYLKZRNTGQYAY-UHFFFAOYSA-N	Drug
123038	BNYRIOADMGPGIR-MSYCTHLASA-N	Drug
123039	BOFXVYGDIRCHEQ-GHQVIJFQSA-M	Drug
123040	BNZBULUKUXRXNL-UHFFFAOYSA-N	Drug
123041	BOAJGZQCXTZFHN-MPJJRAAHSA-N	Drug
123042	BOAJGZQCXTZFHN-KRXUUXHPSA-N	Drug
123043	BOAGSZAUIQYYAY-DQJXUAPQSA-N	Drug
123044	BOAGQOUETKWYRA-YFKTTZPYSA-N	Drug
123045	BNZZZUQOYBAEPR-ULTSNAPNSA-N	Drug
123046	BNZZZUQOYBAEPR-NWNQVQQSSA-N	Drug
123047	BNZYRKVSCLSXSJ-IOSLPCCCSA-N	Drug
123048	BNZYDQIAPCVNAT-VURMDHGXSA-N	Drug
123049	BNZYDQIAPCVNAT-SOFGYWHQSA-N	Drug
123050	BNZYDQIAPCVNAT-QLBOMPFWSA-N	Drug
123051	BOAKHLQELDSFEV-DYXWJJEUSA-N	Drug
123052	BNYRIOADMGPGIR-YCRNBWNJSA-N	Drug
123053	BOFRXDMCQRTGII-UHFFFAOYSA-N	Drug
123054	BOJKFRKNLSCGHY-HXGSDTCMSA-N	Drug
123055	BOFQEAOKHODQKR-UVBCEDGCSA-N	Drug
123056	BOFLCSBQACMYRU-UHFFFAOYSA-O	Drug
123057	BOFKYYWJAOZDPB-FZNHGJLXSA-N	Drug
123058	BOFKGLHFYYRUAT-SQLFFRFMSA-N	Drug
123059	BOFKGLHFYYRUAT-OZXITQIISA-N	Drug
123060	BOFISKFABQHONR-UHFFFAOYSA-N	Drug
123061	BOFHKBLZOYVHSI-UHFFFAOYSA-N	Drug
123062	BOFBVWROGCPAFH-ZIXRSAMDSA-N	Drug
123063	BOFBVWROGCPAFH-VEYGSZKMSA-N	Drug
123064	BOFBVWROGCPAFH-VEYGSZKMSA-M	Drug
123065	BOFBGGWXWFWVCE-UHFFFAOYSA-N	Drug
123066	BOFAFKVZQUMTID-AVGNSLFASA-N	Drug
123067	BOEWXOMRJRXFIU-HXUWFJFHSA-N	Drug
123068	BNYIGLLVRXMHSH-UHFFFAOYSA-N	Drug
123069	BMZOZJCMEDYETF-NBVVOJCESA-N	Drug
123070	BMZNJVXOLCBDPZ-AXCJZLSHSA-N	Drug
123071	BLUAFEHZUWYNDE-KNAQKBOSSA-N	Drug
123072	BLUAFEHZUWYNDE-DFFGHCKCSA-N	Drug
123073	BLUAFEHZUWYNDE-DCJAHCNHSA-N	Drug
123074	BLTVBQXJFVRPFK-UHFFFAOYSA-N	Drug
123075	BLTRPNNWBNKAEH-LCWRUPSGSA-N	Drug
123076	BOEWXOMRJRXFIU-FQEVSTJZSA-N	Drug
123077	BOEUJLMNWCJKHN-KSMMAEIZSA-N	Drug
